Event	ID	Name			Wwise Object Path	Notes
	82204924	BruteFootsteps			\Default Work Unit\EnemyFootstep\BruteFootsteps	
	223829835	SwingerBombExplode			\Default Work Unit\Weapons\EnemyWeapon\SwingerBombExplode	
	255568847	GrappleReelInMiss			\Default Work Unit\Weapons\Grapple\GrappleReelInMiss	
	317696810	ONePIeceCollectedDialogue			\Default Work Unit\VA\ONePIeceCollectedDialogue	
	337406793	PlayerDamage			\Default Work Unit\Player\PlayerDamage	
	483409990	GrapplingHook			\Default Work Unit\Weapons\Grapple\GrapplingHook	
	607254338	BlunderbussLight			\Default Work Unit\Weapons\Blunderbuss\BlunderbussLight	
	735743455	Goku			\Default Work Unit\MemeEvents\Goku	
	846198821	PlayerLand			\Default Work Unit\Player\PlayerLand	
	921851654	GrappleStop			\Default Work Unit\Weapons\Grapple\GrappleStop	
	960593693	CannonFuse			\Default Work Unit\Environment\CannonFuse	
	1091988965	BombPiecePickUp			\Default Work Unit\Environment\BombPiecePickUp	
	1111375134	BombPlantDialogue			\Default Work Unit\VA\BombPlantDialogue	
	1147677277	StartMissionDialogue			\Default Work Unit\VA\StartMissionDialogue	
	1159713994	MoveStop			\Default Work Unit\Player\MoveStop	
	1296465089	Sprint			\Default Work Unit\Player\Sprint	
	1328934038	SwordSwing			\Default Work Unit\Weapons\Sword\SwordSwing	
	1571412035	WindStop			\Default Work Unit\Environment\WindStop	
	1656947812	PlayerDeath			\Default Work Unit\Player\PlayerDeath	
	1723137725	BlunderbussReload			\Default Work Unit\Weapons\Blunderbuss\BlunderbussReload	
	1748804309	PlayerStepMetal			\Default Work Unit\Player\Steps\PlayerStepMetal	
	1911574110	AverageShot			\Default Work Unit\Weapons\EnemyWeapon\AverageShot	
	1924096561	AdditionalPieceCollected			\Default Work Unit\VA\AdditionalPieceCollected	
	2113341929	AverageEnemyDamage			\Default Work Unit\VA\AverageEnemyDamage	
	2283933872	SwingEnemyDamage			\Default Work Unit\VA\SwingEnemyDamage	
	2298039058	MoveStart			\Default Work Unit\Player\MoveStart	
	2300159583	GrappleSnapBack			\Default Work Unit\Weapons\Grapple\GrappleSnapBack	
	2336641800	WeaponSwap			\Default Work Unit\Weapons\WeaponSwap	
	2343736110	NormalStep			\Default Work Unit\EnemyFootstep\AverageFootstep\NormalStep	
	2359243714	BlastingOff			\Default Work Unit\VA\BlastingOff	
	2390202056	MetalStep			\Default Work Unit\EnemyFootstep\AverageFootstep\MetalStep	
	2393348022	Cannon			\Default Work Unit\Environment\Cannon	
	2454571316	GrappleReelInPlayer			\Default Work Unit\Weapons\Grapple\GrappleReelInPlayer	
	2663432212	SwingerFootstepsNormal			\Default Work Unit\EnemyFootstep\SwingerFootstep\SwingerFootstepsNormal	
	2673912475	BlunderbussHeavy			\Default Work Unit\Weapons\Blunderbuss\BlunderbussHeavy	
	2719541090	AllPiecesCollectedDialogue			\Default Work Unit\VA\AllPiecesCollectedDialogue	
	2793670947	GrappleStrikeTarget			\Default Work Unit\Weapons\Grapple\GrappleStrikeTarget	
	2810013852	LeaveVaultDialogue			\Default Work Unit\VA\LeaveVaultDialogue	
	2811709593	EscapeCannonDialogue			\Default Work Unit\VA\EscapeCannonDialogue	
	2892267865	BombTravel			\Default Work Unit\Weapons\EnemyWeapon\BombTravel	
	3084491839	PlayerSteps			\Default Work Unit\Player\Steps\PlayerSteps	
	3203772045	FinalBattle			\Default Work Unit\MemeEvents\FinalBattle	
	3276975558	PlayerVault			\Default Work Unit\Player\PlayerVault	
	3278075861	PlayerStepNormal			\Default Work Unit\Player\Steps\PlayerStepNormal	
	3292859028	BruteDamage			\Default Work Unit\VA\BruteDamage	
	3414304297	WindStart			\Default Work Unit\Environment\WindStart	
	3524716652	VaultExplosion			\Default Work Unit\Environment\VaultExplosion	
	3533915211	NearVaultDialogue			\Default Work Unit\VA\NearVaultDialogue	
	3596401047	BruteSwing			\Default Work Unit\Weapons\BruteSwing	
	3604541648	SwordDash			\Default Work Unit\Weapons\Sword\SwordDash	
	3655061974	BombExplodedDialogue			\Default Work Unit\VA\BombExplodedDialogue	
	3733692670	CombatMusic			\Default Work Unit\Environment\CombatMusic	
	3820954562	SwingerFootstepsMetal			\Default Work Unit\EnemyFootstep\SwingerFootstep\SwingerFootstepsMetal	
	3934973449	IronMan			\Default Work Unit\MemeEvents\IronMan	
	4004669316	AverageEnemyDeath			\Default Work Unit\VA\AverageEnemyDeath	
	4008126242	PlayerJump			\Default Work Unit\Player\PlayerJump	
	4034933843	Jonesy			\Default Work Unit\MemeEvents\Jonesy	
	4037835670	SwingerSwing			\Default Work Unit\Environment\SwingerSwing	

State Group	ID	Name			Wwise Object Path	Notes
	3940648127	IsMoving			\Default Work Unit\PlayerStates\IsMoving	

State	ID	Name	State Group			Notes
	748895195	None	IsMoving			
	979470758	Yes	IsMoving			
	1668749452	No	IsMoving			

Game Parameter	ID	Name			Wwise Object Path	Notes
	3810384391	ReelInTime			\Default Work Unit\ReelInTime	

Source plug-ins	ID	Name	Type		Wwise Object Path	Notes
	809094466	Silence	Wwise Silence		\Containers\Default Work Unit\Player\DamageGrunt\Silence\Silence	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	173442005	FootstepStems-003_03	.cache\C0\{C0B85564-E494-86AD-D2BD-21E3F7B41C8E}.wem		\Containers\Default Work Unit\EnemySteps\Brute\Stem3\FootstepStems-003_03		12189
	178557755	FootstepStems-002_03	.cache\F8\{F87AA7A8-9EBC-2985-FF7B-53C33F06CE2D}.wem		\Containers\Default Work Unit\EnemySteps\Brute\Stem2\FootstepStems-002_03		12637
	190724134	Jump2	.cache\6C\{6CF1D943-FC66-BE38-99B1-864AE09B5800}.wem		\Containers\Default Work Unit\Player\JumpGrunt\Jump2		13314
	191239999	FootstepSFXExample_01	.cache\CD\{CD340CFF-39DE-E846-886E-211AEA0FE2E9}.wem		\Containers\Default Work Unit\Player\PlayerSteps\Normal\FootstepSFXExample_01		20255
	208714548	StartMissionLine2	.cache\F7\{F7F5B1E9-2524-553C-75AE-F4587ED48807}.wem		\Containers\Default Work Unit\VA\VA\StartMissionDialogue\StartMissionLine2		120328
	210626020	GrappleStrikeLocation	.cache\C8\{C8F23ADB-4E28-F926-A497-EEBABD66A00D}.wem		\Containers\Default Work Unit\Weapons\GrappleHook\GrappleStrikeLocation		60471
	218262969	Grapple	.cache\F5\{F5BEF37A-F2FC-8D98-4F73-F93EA8BDA20E}.wem		\Containers\Default Work Unit\Weapons\GrappleHook\Grapple		64900
	219139896	FootstepStems-005_04	.cache\B7\{B7C67816-5016-A9A3-3073-290C1475D22C}.wem		\Containers\Default Work Unit\EnemySteps\Brute\Stem5\FootstepStems-005_04		6162
	226120403	SwordSlashExample_02	.cache\A2\{A2D0096C-AE2F-87C9-572E-058A28DE8C57}.wem		\Containers\Default Work Unit\Weapons\SwordSlash\SwordSlashExample_02		32852
	230154383	SwingerFootstep-005_04	.cache\50\{505362F9-3DD1-A490-E00B-009C97F57DC4}.wem		\Containers\Default Work Unit\EnemySteps\Swinger\Stem3Normal\SwingerFootstep-005_04		12080
	237225792	FootstepStems-001	.cache\6F\{6F01549A-C33A-8586-CB43-8F7B1B605FFC}.wem		\Containers\Default Work Unit\EnemySteps\Brute\Stem1\FootstepStems-001		7300
	252701458	SwingingEnemyVA_06	.cache\26\{26E5597D-18DA-9EF5-2AFB-20CE016B3AF3}.wem		\Containers\Default Work Unit\VA\DamageSwingEnemy\SwingingEnemyVA_06		27395
	257199122	Line1	.cache\F7\{F70E13AA-6812-DCA3-F2AB-375165920867}.wem		\Containers\Default Work Unit\VA\VA\EscapeShipDialogue\Line1		130287
	264388359	Line2	.cache\26\{26BB7528-4E80-14E2-B045-AD9D657D00B2}.wem		\Containers\Default Work Unit\VA\VA\LeaveVaultDialogue\Line2		154536
	266698385	FootstepStems-006_03	.cache\43\{430416A4-83F6-F294-A4B0-929FC0EC85E3}.wem		\Containers\Default Work Unit\EnemySteps\Brute\Stem6\FootstepStems-006_03		7829
	272125692	Sprint	.cache\92\{92C28E82-427F-0688-3A4A-C55AFFC2C8B1}.wem		\Containers\Default Work Unit\Player\Sprint		43740
	275765810	AverageEnemyStepsWoodNormal_03	.cache\67\{67DACE36-4F17-595A-C238-27A5A19B24B6}.wem		\Containers\Default Work Unit\EnemySteps\Average\Stem2Normal\AverageEnemyStepsWoodNormal_03		15537
	277035064	SwingerFootstep-005_02	.cache\DD\{DD222A91-F0C2-FD6B-E37C-322DF57370B2}.wem		\Containers\Default Work Unit\EnemySteps\Swinger\Stem3Normal\SwingerFootstep-005_02		12650
	280971423	AverageEnemyStepsWoodNormal_02	.cache\05\{057D7800-5C48-DEB9-A631-0AB06E9F4D02}.wem		\Containers\Default Work Unit\EnemySteps\Average\Stem2Normal\AverageEnemyStepsWoodNormal_02		15302
	283319554	Line4	.cache\74\{74F9264F-7BC0-8DDD-2899-5128DC4DEFD2}.wem		\Containers\Default Work Unit\VA\VA\OnceAllPiecesCollectedDialogue\Line4		176295
	283633621	FootstepStems-003	.cache\29\{296A51A3-6140-3453-20A7-F6FF745AE27B}.wem		\Containers\Default Work Unit\EnemySteps\Brute\Stem3\FootstepStems-003		15685
	287285638	PlayerDeath	.cache\19\{198F06B3-C9CA-ACD1-74AA-8D2A18E9034E}.wem		\Containers\Default Work Unit\Player\PlayerDeath		139958
	289858461	FootstepStems-002	.cache\0D\{0D014BC4-4897-3945-03F1-3752DAE7F7F2}.wem		\Containers\Default Work Unit\EnemySteps\Brute\Stem2\FootstepStems-002		16548
	296876079	SwingerFootstep-002_02	.cache\4B\{4B228E0D-9372-38BD-11CD-E5B41151BA6A}.wem		\Containers\Default Work Unit\EnemySteps\Swinger\Stem2Normal\SwingerFootstep-002_02		11952
	297481343	AverageEnemyStepsBikeChain	.cache\6A\{6ACE3716-DF47-1B88-CC5D-224F69B89A1C}.wem		\Containers\Default Work Unit\EnemySteps\Average\BikeChain\AverageEnemyStepsBikeChain		21761
	306717036	SwingerFootstep-001_04	.cache\22\{22EFD09A-A75A-FE20-D928-08AAB1E8AA64}.wem		\Containers\Default Work Unit\EnemySteps\Swinger\Stem1Normal\SwingerFootstep-001_04		13636
	307726770	SwingingEnemyVA_01	.cache\72\{7231FA18-263F-CC2C-AF66-1DD5BDFCAD8A}.wem		\Containers\Default Work Unit\VA\DamageSwingEnemy\SwingingEnemyVA_01		45207
	319526224	Line1	.cache\A3\{A3508C5E-0D3E-4EEA-1481-F75ED9B906D3}.wem		\Containers\Default Work Unit\VA\VA\StartMissionDialogue\Line1		331215
	320129325	SwordDash_mixdown_01	.cache\77\{772C43EA-03B8-116D-3F7C-9A819D7FB91D}.wem		\Containers\Default Work Unit\Weapons\SwordDash\SwordDash_mixdown_01		63999
	324181781	AllPiecesCollectedLine1	.cache\DA\{DA953890-6D3D-25BA-DEDC-0066ED8916C4}.wem		\Containers\Default Work Unit\VA\VA\OnceAllPiecesCollectedDialogue\AllPiecesCollectedLine1		42009
	326381219	Fortnite Default Dance Greenscreen_01	.cache\52\{529BF466-3592-112B-FDA2-1681F6809AD2}.wem		\Containers\Default Work Unit\MemeStuff\Fortnite Default Dance Greenscreen_01		316974
	332480870	SwingerFootstep-001_01	.cache\C3\{C38CF113-62AA-7F0E-D9CD-C5FC47172A31}.wem		\Containers\Default Work Unit\EnemySteps\Swinger\Stem1Normal\SwingerFootstep-001_01		13686
	334114902	SwingingEnemyVA_02	.cache\CB\{CB32A65C-0170-611C-AC16-11A14858B477}.wem		\Containers\Default Work Unit\VA\DamageSwingEnemy\SwingingEnemyVA_02		44328
	347333693	SwingingEnemyVA	.cache\46\{4673CDEC-DFD3-B48B-4686-FE805E1CDB97}.wem		\Containers\Default Work Unit\VA\DamageSwingEnemy\SwingingEnemyVA		51721
	352819618	BruteVA_03	.cache\B1\{B11A9F2F-6DE8-76BF-600E-15FC24DF083F}.wem		\Containers\Default Work Unit\VA\DamageBruteEnemy\BruteVA_03		40333
	362207851	BombExplosionMOREBASS	.cache\33\{33D3AA89-8962-D491-FC31-16115CF692F3}.wem		\Containers\Default Work Unit\VA\VA\AfterBombExplode\BombExplosionMOREBASS		134342
	366690037	SwingerFootstep-003_02	.cache\2C\{2C545A23-9F98-79F8-9A80-237BF50D5CF5}.wem		\Containers\Default Work Unit\EnemySteps\Swinger\Stem1Metal\SwingerFootstep-003_02		12274
	373499443	SwordDash_mixdown	.cache\44\{44A40850-85CE-755C-EA97-2C7BFE70E62C}.wem		\Containers\Default Work Unit\Weapons\SwordDash\SwordDash_mixdown		53162
	377840418	GrappleHookReelIn	.cache\E9\{E959B35C-95AB-4273-73D3-DE1FDFFDCDC2}.wem		\Containers\Default Work Unit\Weapons\GrappleHook\GrappleHookReelIn		88227
	395064389	BruteVA_01	.cache\94\{948429D5-7C30-2879-E798-56881889D985}.wem		\Containers\Default Work Unit\VA\DamageBruteEnemy\BruteVA_01		48999
	397614194	Damage2AverageEnemy	.cache\FB\{FBFFF844-145A-C323-E303-5FCD3CD327EF}.wem		\Containers\Default Work Unit\VA\DamageAverageEnemy\Damage2AverageEnemy		9926
	398618583	AllPiecesCollectedLine2	.cache\13\{13AB6852-0045-2A41-99D5-8AE306B53083}.wem		\Containers\Default Work Unit\VA\VA\OnceAllPiecesCollectedDialogue\AllPiecesCollectedLine2		40933
	410939690	OnceInRangeBombLine4	.cache\5F\{5FA1E1A4-F532-9C61-069D-7D5851503B3B}.wem		\Containers\Default Work Unit\VA\VA\NearVaultDialogue\OnceInRangeBombLine4		52328
	413622913	Line2	.cache\D8\{D8714FBD-C022-C5DA-918E-50F355266FA8}.wem		\Containers\Default Work Unit\VA\VA\FirstPieceCollectedDialogue\Line2		294236
	415328302	AverageEnemyStepsBase	.cache\BD\{BD634BDB-5A96-01E2-9E51-E4291A742D11}.wem		\Containers\Default Work Unit\EnemySteps\Average\Stem1Normal\AverageEnemyStepsBase		15968
	417942832	BruteVA_05	.cache\D0\{D0933FA9-A933-9ECF-EF9D-1E610AA94513}.wem		\Containers\Default Work Unit\VA\DamageBruteEnemy\BruteVA_05		35993
	423009465	FootstepSFXExample_03	.cache\19\{19B5B38A-66B2-E80C-3667-DE342EBCB619}.wem		\Containers\Default Work Unit\Player\PlayerSteps\Normal\FootstepSFXExample_03		23873
	434947864	AverageEnemyStepsMetal_03	.cache\30\{3086AB89-76FA-1C6E-C65A-6B535119C548}.wem		\Containers\Default Work Unit\EnemySteps\Average\Stem1Metal\AverageEnemyStepsMetal_03		13292
	435335955	Line2	.cache\3A\{3A47EA05-01CA-FD98-5A14-AB615472A318}.wem		\Containers\Default Work Unit\VA\VA\EscapeShipDialogue\Line2		90255
	440570578	Damage1AverageEnemy	.cache\DC\{DC895CB6-A423-0530-DE2A-7FDC3856B782}.wem		\Containers\Default Work Unit\VA\DamageAverageEnemy\Damage1AverageEnemy		31240
	446377387	AfterBombPlant	.cache\0C\{0CE85249-F44A-211C-6EA7-6059A99B7954}.wem		\Containers\Default Work Unit\VA\VA\AfterBombPlant		217236
	467384341	AfterPlantingBombLine3	.cache\E9\{E9F79973-E995-6455-6AA4-671EF89A9671}.wem		\Containers\Default Work Unit\VA\VA\AfterBombExplode\AfterPlantingBombLine3		110352
	470389262	AverageEnemyStepsBase_01	.cache\C1\{C1094AFC-1F1D-4E0D-E26A-AAC8FB5D2232}.wem		\Containers\Default Work Unit\EnemySteps\Average\Stem1Normal\AverageEnemyStepsBase_01		15521
	471860474	FootstepStems-002_04	.cache\86\{8605A105-7966-09B2-4E19-E96261E9CD68}.wem		\Containers\Default Work Unit\EnemySteps\Brute\Stem2\FootstepStems-002_04		13071
	479339567	SwingerFootstep-003_01	.cache\63\{63099CAC-9B8B-B1FA-ECBA-3D1AA35A8E5D}.wem		\Containers\Default Work Unit\EnemySteps\Swinger\Stem1Metal\SwingerFootstep-003_01		10999
	485182822	PlayerVaultDeeper	.cache\CF\{CFA21932-266A-4721-D419-877700EA9AAB}.wem		\Containers\Default Work Unit\Player\PlayerVaultDeeper		66320
	488885903	FootstepStems-006_01	.cache\7B\{7B7C2218-23A8-A503-3692-4C9B1957169E}.wem		\Containers\Default Work Unit\EnemySteps\Brute\Stem6\FootstepStems-006_01		7555
	490112550	AdditionalPieceCollectedLine1	.cache\D4\{D4E384BB-969C-F30F-8C56-955182CC6126}.wem		\Containers\Default Work Unit\VA\VA\AdditionalPieceCollected\AdditionalPieceCollectedLine1		80534
	490285420	IRON MAN - Opening_01	.cache\7E\{7ED2E3B7-1631-A57D-D9F7-2249CB7FAB4A}.wem		\Containers\Default Work Unit\MemeStuff\IRON MAN - Opening_01		2008067
	497029722	FootstepSFXExample_05	.cache\03\{03F8099B-5D00-3F9E-59F9-89A1C57D7FD2}.wem		\Containers\Default Work Unit\Player\PlayerSteps\Normal\FootstepSFXExample_05		17678
	498848967	FootstepStems-001_04	.cache\B1\{B15C4EB1-DE4B-3CC5-6E2B-0BDB8A136CD8}.wem		\Containers\Default Work Unit\EnemySteps\Brute\Stem1\FootstepStems-001_04		7418
	499502064	SwingerFootstep-006_04	.cache\47\{47DD8308-D33B-256D-1394-4BDDCF48A667}.wem		\Containers\Default Work Unit\EnemySteps\Swinger\Stem4Normal\SwingerFootstep-006_04		13024
	504763035	FootstepStems-001_01	.cache\4E\{4ECF8339-7291-A231-BE62-68F62E011C4F}.wem		\Containers\Default Work Unit\EnemySteps\Brute\Stem1\FootstepStems-001_01		6986
